Id,Rainfall,Temperature,Humidity,Water,Day,Mean,Date
1887,1054,21,14,726,7,796,25-Mar-11
1888,1221,22,19,541,1,791,26-Mar-11
1889,532,29,23,952,2,807,27-Mar-11
1890,557,34,12,920,3,804,28-Mar-11
1891,681,32,14,944,4,791,29-Mar-11
1892,1455,19,13,530,5,809,30-Mar-11
1893,1359,23,20,700,6,794,31-Mar-11
1894,714,25,18,1105,7,791,01-Apr-11
1895,1159,21,21,496,1,802,02-Apr-11
1896,744,26,13,982,2,803,03-Apr-11
1897,958,27,21,919,3,806,04-Apr-11
1898,1018,21,24,516,4,801,05-Apr-11
1899,718,33,11,917,5,806,06-Apr-11
1900,953,26,17,1134,6,798,07-Apr-11
1901,1112,20,16,715,7,808,08-Apr-11
1902,848,25,20,958,1,798,09-Apr-11
1903,1285,23,10,602,2,807,10-Apr-11
1904,1091,22,17,603,3,797,11-Apr-11
1905,790,28,20,933,4,792,12-Apr-11
1906,628,29,14,912,5,797,13-Apr-11
1907,1199,19,20,633,6,802,14-Apr-11
1908,722,31,12,1072,7,808,15-Apr-11
1909,928,32,13,1005,1,810,16-Apr-11
1910,635,31,22,961,2,804,17-Apr-11
1911,1289,20,21,563,3,802,18-Apr-11
1912,803,32,22,962,4,806,19-Apr-11
1913,527,32,22,943,5,803,20-Apr-11
1914,1361,19,13,716,6,794,21-Apr-11
1915,1213,19,12,725,7,805,22-Apr-11
1916,747,32,12,986,2,796,23-Apr-11
1917,1462,22,20,482,3,804,24-Apr-11
1918,1249,20,12,606,4,805,25-Apr-11
1919,1481,19,10,610,5,790,26-Apr-11
1920,556,30,12,1163,6,794,27-Apr-11
1921,1062,19,18,761,7,806,28-Apr-11
1922,850,29,13,934,1,795,29-Apr-11
1923,1273,22,19,517,2,794,30-Apr-11
1924,1019,19,11,534,3,801,01-May-11
1925,680,31,25,941,4,806,02-May-11
1926,1454,19,10,590,5,796,03-May-11
1927,742,27,13,1081,6,801,04-May-11
1928,1216,22,19,773,7,806,05-May-11
1929,1185,19,21,549,1,809,06-May-11
1930,1203,22,12,601,2,807,07-May-11
1931,629,34,16,953,3,808,08-May-11
1932,501,31,15,955,4,802,09-May-11
1933,840,31,15,967,5,807,10-May-11
1934,956,32,21,1162,6,801,11-May-11
1935,860,34,24,1047,7,794,12-May-11
1936,582,27,11,966,1,796,13-May-11
1937,1333,21,22,550,2,790,14-May-11
1938,869,34,12,1014,3,794,15-May-11
1939,551,34,24,889,4,793,16-May-11
1940,855,30,22,940,5,795,17-May-11
1941,1216,22,15,662,6,802,18-May-11
1942,1069,21,22,732,7,803,19-May-11
1943,798,29,17,1004,1,806,20-May-11
1944,1226,20,18,571,2,792,21-May-11
1945,875,32,13,928,3,802,22-May-11
1946,1022,20,25,534,4,801,23-May-11
1947,1165,20,16,565,5,794,24-May-11
1948,1439,23,21,659,6,802,25-May-11
1949,797,26,22,1080,7,804,26-May-11
1950,1078,20,23,494,1,790,27-May-11
1951,1240,20,18,566,2,793,28-May-11
1952,1432,19,15,571,3,796,29-May-11
1953,1134,22,17,582,4,798,30-May-11
1954,1218,21,25,511,5,804,31-May-11
1955,860,26,25,1018,6,793,01-Jun-11
1956,1195,20,10,724,7,795,02-Jun-11
1957,1320,21,15,546,1,810,03-Jun-11
1958,623,32,12,966,2,805,04-Jun-11
1959,1189,22,25,566,3,794,05-Jun-11
1960,691,27,15,940,4,796,06-Jun-11
1961,721,34,22,972,5,803,07-Jun-11
1962,600,29,20,1095,6,798,08-Jun-11
1963,547,28,13,1179,7,810,09-Jun-11
1964,563,28,24,917,1,793,10-Jun-11
1965,830,33,15,929,2,798,11-Jun-11
1966,1343,19,18,612,3,793,12-Jun-11
1967,668,34,17,966,4,806,13-Jun-11
1968,1070,19,18,585,5,793,14-Jun-11
1969,692,34,23,1112,6,794,15-Jun-11
1970,1340,19,19,696,7,807,16-Jun-11
1971,541,31,24,888,1,802,17-Jun-11
1972,1305,20,16,515,2,790,18-Jun-11
1973,607,33,21,942,3,795,19-Jun-11
1974,1085,20,23,563,4,794,20-Jun-11
1975,558,30,12,969,5,805,21-Jun-11
1976,1109,22,11,774,6,807,22-Jun-11
1977,1476,23,19,665,7,790,23-Jun-11
1978,729,25,23,968,1,798,24-Jun-11
1979,547,33,14,944,2,806,25-Jun-11
1980,1270,21,15,532,3,806,26-Jun-11
1981,623,34,18,998,4,795,27-Jun-11
1982,962,27,25,886,5,809,28-Jun-11
1983,836,25,23,1118,6,800,29-Jun-11
1984,1142,22,11,679,7,790,30-Jun-11
1985,819,30,14,980,1,800,01-Jul-11
1986,1139,20,25,479,2,810,02-Jul-11
1987,1362,22,18,564,3,806,03-Jul-11
1988,1079,23,16,526,4,810,04-Jul-11
1989,870,25,21,963,5,809,05-Jul-11
1990,1271,19,22,720,6,795,06-Jul-11
1991,772,31,24,1062,7,801,07-Jul-11
1992,562,31,22,882,1,790,08-Jul-11
1993,854,34,19,975,2,809,09-Jul-11
1994,658,29,14,973,3,810,10-Jul-11
1995,1462,20,25,534,4,808,11-Jul-11
1996,1098,20,21,499,5,795,12-Jul-11
1997,1102,21,19,754,6,801,13-Jul-11
1998,1307,23,14,751,7,792,14-Jul-11
1999,888,26,21,976,1,802,15-Jul-11
2000,659,30,19,941,2,794,16-Jul-11
2001,541,25,10,944,3,809,17-Jul-11
2002,697,26,14,989,4,791,18-Jul-11
2003,983,30,22,875,5,793,19-Jul-11
2004,614,28,16,1136,6,805,20-Jul-11
2005,1143,19,17,704,7,793,21-Jul-11
2006,1252,19,16,522,1,798,22-Jul-11
2007,521,28,20,917,2,810,23-Jul-11
2008,705,27,20,881,3,793,24-Jul-11
2009,932,25,22,972,4,807,25-Jul-11
2010,948,26,11,949,5,791,26-Jul-11
2011,1292,23,22,733,6,791,27-Jul-11
2012,1328,23,24,721,7,792,28-Jul-11
2013,1272,21,24,473,1,804,29-Jul-11
2014,1427,19,23,470,2,800,30-Jul-11
2015,1185,21,19,554,3,796,31-Jul-11
2016,648,34,24,953,4,810,01-Aug-11
2017,999,33,21,938,5,797,02-Aug-11
2018,1235,22,25,693,6,797,03-Aug-11
2019,870,26,15,1125,7,799,04-Aug-11
2020,808,28,19,989,1,795,05-Aug-11
2021,1473,20,16,519,2,800,06-Aug-11
2022,1070,19,20,529,3,809,07-Aug-11
2023,983,28,11,953,4,804,08-Aug-11
2024,539,29,24,894,5,807,09-Aug-11
2025,901,33,22,1123,6,805,10-Aug-11
2026,1139,22,17,723,7,806,11-Aug-11
2027,1390,23,22,522,1,793,12-Aug-11
2028,1171,23,15,535,2,794,13-Aug-11
2029,1152,19,20,491,3,798,14-Aug-11
2030,1303,22,23,569,4,810,15-Aug-11
2031,759,25,23,941,5,797,16-Aug-11
2032,507,28,23,1013,6,805,17-Aug-11
2033,958,33,12,1110,7,808,18-Aug-11
2034,651,26,21,940,1,806,19-Aug-11
2035,1264,23,16,536,2,790,20-Aug-11
2036,864,34,21,921,3,803,21-Aug-11
2037,575,31,14,1007,4,802,22-Aug-11
2038,1196,19,12,612,5,793,23-Aug-11
2039,819,32,17,1204,6,799,24-Aug-11
2040,1109,23,24,743,7,808,25-Aug-11
2041,1095,19,15,537,1,797,26-Aug-11
2042,538,34,21,952,2,809,27-Aug-11
2043,1420,22,16,552,3,798,28-Aug-11
2044,1351,22,17,589,4,805,29-Aug-11
2045,1253,23,20,528,5,800,30-Aug-11
2046,982,25,21,1075,6,808,31-Aug-11
2047,840,26,12,1191,7,792,01-Sep-11
2048,1029,23,14,560,1,796,02-Sep-11
2049,1396,21,15,543,2,795,03-Sep-11
2050,959,34,21,950,3,792,04-Sep-11
2051,537,27,19,916,4,804,05-Sep-11
2052,1482,23,12,522,5,795,06-Sep-11
2053,817,27,12,1155,6,806,07-Sep-11
2054,1085,20,16,772,7,797,08-Sep-11
2055,874,27,12,931,1,805,09-Sep-11
2056,551,27,11,924,2,796,10-Sep-11
2057,506,31,19,1001,3,793,11-Sep-11
2058,1146,22,12,604,4,797,12-Sep-11
2059,557,32,17,978,5,800,13-Sep-11
2060,961,31,17,1139,6,802,14-Sep-11
2061,963,30,20,1078,7,790,15-Sep-11
2062,1019,23,25,480,1,802,16-Sep-11
2063,675,25,22,941,2,805,17-Sep-11
2064,930,26,11,938,3,797,18-Sep-11
2065,528,32,20,894,4,803,19-Sep-11
2066,894,25,19,916,5,801,20-Sep-11
2067,1124,20,19,718,6,797,21-Sep-11
2068,1392,23,14,708,7,809,22-Sep-11
2069,986,28,11,984,1,798,23-Sep-11
2070,1083,19,15,602,2,791,24-Sep-11
2071,546,28,11,998,3,790,25-Sep-11
2072,1103,20,18,567,4,798,26-Sep-11
2073,1356,23,20,497,5,802,27-Sep-11
2074,1293,22,18,732,6,806,28-Sep-11
2075,1372,22,19,735,7,800,29-Sep-11
2076,1152,22,17,540,1,800,30-Sep-11
2077,856,30,17,956,2,793,01-Oct-11
2078,1402,22,21,527,3,809,02-Oct-11
2079,785,29,14,970,4,808,03-Oct-11
2080,1149,23,21,559,5,807,04-Oct-11
2081,902,33,15,1104,6,801,05-Oct-11
2082,733,34,17,1101,7,796,06-Oct-11
2083,826,29,16,997,1,806,07-Oct-11
2084,906,31,16,935,2,805,08-Oct-11
2085,901,34,24,910,4,803,09-Oct-11
2086,569,25,22,959,5,796,10-Oct-11
2087,1353,21,12,721,6,808,11-Oct-11
2088,613,34,15,1084,7,808,12-Oct-11
2089,820,31,22,895,1,792,13-Oct-11
2090,1443,20,24,514,2,810,14-Oct-11
2091,1292,22,17,588,3,799,15-Oct-11
2092,1371,23,22,533,4,796,16-Oct-11
2093,806,25,11,945,5,790,17-Oct-11
2094,1001,23,23,689,6,794,18-Oct-11
2095,1326,19,18,694,7,800,19-Oct-11
2096,1158,22,13,534,1,806,20-Oct-11
2097,1361,20,11,539,2,805,21-Oct-11
2098,707,27,19,925,3,791,22-Oct-11
2099,1143,22,14,610,4,809,23-Oct-11
2100,1044,22,24,527,5,804,24-Oct-11
2101,514,34,12,1080,6,797,25-Oct-11
2102,962,34,13,1096,7,804,26-Oct-11
2103,1451,19,22,572,1,800,27-Oct-11
2104,555,27,21,930,2,791,28-Oct-11
2105,1332,23,12,565,3,800,29-Oct-11
2106,830,34,12,952,4,792,30-Oct-11
2107,513,32,14,930,5,806,31-Oct-11
2108,652,25,25,1107,6,792,01-Nov-11
2109,1209,21,19,779,7,809,02-Nov-11
2110,626,29,12,952,1,799,03-Nov-11
2111,1110,20,12,558,2,790,04-Nov-11
2112,670,32,17,930,3,804,05-Nov-11
2113,1052,22,18,537,4,797,06-Nov-11
2114,723,27,19,980,5,806,07-Nov-11
2115,1227,21,10,712,6,792,08-Nov-11
2116,1156,19,15,742,7,809,09-Nov-11
2117,985,30,13,997,1,794,10-Nov-11
2118,1481,23,19,561,2,795,11-Nov-11
2119,859,32,25,924,3,809,12-Nov-11
2120,829,25,19,1007,4,804,13-Nov-11
2121,1272,21,15,602,5,802,14-Nov-11
2122,658,30,22,1022,6,796,15-Nov-11
2123,1306,19,18,648,7,804,16-Nov-11
2124,882,29,12,972,1,793,17-Nov-11
2125,857,28,13,988,2,807,18-Nov-11
2126,1062,22,24,562,3,790,19-Nov-11
2127,1192,22,24,557,4,809,20-Nov-11
2128,583,29,21,921,5,791,21-Nov-11
2129,673,31,22,1061,6,804,22-Nov-11
2130,759,33,23,1022,7,806,23-Nov-11
2131,1174,20,22,479,1,796,24-Nov-11
2132,589,32,19,946,2,802,25-Nov-11
2133,1260,23,16,572,3,803,26-Nov-11
2134,741,28,14,938,4,806,27-Nov-11
2135,820,29,14,953,5,790,28-Nov-11
2136,1123,19,20,722,6,803,29-Nov-11
2137,581,30,11,1108,7,809,30-Nov-11
2138,1218,20,25,551,1,799,01-Dec-11
2139,884,33,18,933,2,804,02-Dec-11
2140,997,33,21,947,3,810,03-Dec-11
2141,949,28,19,994,4,807,04-Dec-11
2142,1448,22,23,483,5,807,05-Dec-11
2143,1329,22,10,757,6,798,06-Dec-11
2144,563,34,25,1080,7,804,07-Dec-11
2145,1169,23,12,560,1,800,08-Dec-11
2146,1250,23,12,545,2,794,09-Dec-11
2147,1198,23,12,567,3,796,10-Dec-11
2148,1204,20,12,516,4,801,11-Dec-11
2149,900,32,12,964,5,799,12-Dec-11
2150,909,34,16,1097,6,804,13-Dec-11
2151,877,27,17,1059,7,791,14-Dec-11
2152,893,28,20,878,1,810,15-Dec-11
2153,500,33,11,949,2,803,16-Dec-11
2154,533,33,14,1009,3,806,17-Dec-11
2155,829,34,20,908,4,800,18-Dec-11
2156,1399,19,10,566,5,792,19-Dec-11
2157,1048,20,18,688,6,792,20-Dec-11
2158,1076,20,13,730,7,810,21-Dec-11
2159,665,31,25,911,1,810,22-Dec-11
2160,625,27,18,987,2,803,23-Dec-11
2161,853,26,10,959,3,808,24-Dec-11
2162,1039,19,12,595,4,804,25-Dec-11
2163,1466,22,19,580,5,795,26-Dec-11
2164,1475,19,22,691,6,797,27-Dec-11
2165,1167,23,22,629,7,800,28-Dec-11
2166,900,27,20,973,1,806,29-Dec-11
2167,1452,20,15,535,2,790,30-Dec-11
2168,1051,21,24,509,3,795,31-Dec-11
2169,1076,21,12,609,4,806,01-Jan-12
2170,1083,22,12,607,5,799,02-Jan-12
2171,1192,21,16,761,6,802,03-Jan-12
2172,1145,19,25,700,7,805,04-Jan-12
2173,781,28,14,957,1,796,05-Jan-12
2174,1357,22,24,556,2,796,06-Jan-12
2175,1428,21,20,484,3,800,07-Jan-12
2176,825,27,10,987,4,797,08-Jan-12
2177,894,27,20,938,5,790,09-Jan-12
2178,1321,20,24,690,6,790,10-Jan-12
2179,1287,23,10,704,7,803,11-Jan-12
2180,682,33,16,960,1,791,12-Jan-12
2181,1404,22,23,542,2,795,13-Jan-12
2182,909,25,24,916,3,795,14-Jan-12
2183,1009,21,14,583,4,805,15-Jan-12
2184,723,26,25,881,5,803,16-Jan-12
2185,1327,23,23,638,6,808,17-Jan-12
2186,824,26,16,1114,7,800,18-Jan-12
2187,1476,19,22,512,1,795,19-Jan-12
2188,1332,20,22,517,2,797,20-Jan-12
2189,557,33,17,950,3,800,21-Jan-12
2190,725,30,24,918,4,793,22-Jan-12
2191,726,29,24,902,5,792,23-Jan-12
2192,1487,21,14,748,6,790,24-Jan-12
2193,680,25,24,1084,7,807,25-Jan-12
2194,1153,19,19,597,1,805,26-Jan-12
2195,1025,21,21,573,2,800,27-Jan-12
2196,1087,19,21,526,3,796,28-Jan-12
2197,1411,22,22,541,4,803,29-Jan-12
2198,1359,22,19,540,5,801,30-Jan-12
2199,1083,22,18,759,6,794,31-Jan-12
2200,1155,23,24,630,7,797,01-Feb-12
2201,1187,19,23,477,1,790,02-Feb-12
2202,1009,21,12,605,2,793,03-Feb-12
2203,717,26,21,913,3,795,04-Feb-12
2204,716,33,21,899,4,801,05-Feb-12
2205,1459,21,11,558,5,797,06-Feb-12
2206,850,27,10,1075,6,804,07-Feb-12
2207,721,27,20,1117,7,808,08-Feb-12
2208,791,34,17,937,1,795,09-Feb-12
2209,1444,22,21,507,2,790,10-Feb-12
2210,1156,23,25,528,3,798,11-Feb-12
2211,1211,21,15,546,4,810,12-Feb-12
2212,500,29,25,900,5,792,13-Feb-12
2213,1218,23,24,691,6,796,14-Feb-12
2214,1417,21,22,668,7,794,15-Feb-12
2215,1252,20,11,551,1,800,16-Feb-12
2216,1493,19,13,603,2,807,17-Feb-12
2217,936,32,10,980,3,795,18-Feb-12
2218,1240,19,21,511,4,805,19-Feb-12
2219,1186,23,17,527,5,793,20-Feb-12
2220,1438,19,16,733,6,800,21-Feb-12
2221,1031,22,21,691,7,804,22-Feb-12
2222,1332,22,24,522,1,805,23-Feb-12
2223,630,32,11,966,2,806,24-Feb-12
2224,615,26,10,1015,3,805,25-Feb-12
2225,1384,20,21,511,4,793,26-Feb-12
2226,907,25,23,969,5,795,27-Feb-12
2227,974,25,12,1065,6,803,28-Feb-12
2228,1050,23,18,748,7,791,29-Feb-12
2229,718,30,22,925,1,795,01-Mar-12
2230,1145,22,13,583,2,798,02-Mar-12
2231,1270,23,16,577,3,803,03-Mar-12
2232,1461,23,18,613,4,800,04-Mar-12
2233,949,25,11,975,5,792,05-Mar-12
2234,1378,19,22,710,6,809,06-Mar-12
2235,1434,19,12,739,7,793,07-Mar-12
2236,608,26,24,938,1,803,08-Mar-12
2237,933,31,11,956,2,795,09-Mar-12
2238,826,33,12,924,3,805,10-Mar-12
2239,642,33,16,935,4,790,11-Mar-12
2240,1324,20,12,575,5,792,12-Mar-12
2241,620,28,25,1069,6,805,13-Mar-12
2242,535,28,17,1100,7,809,14-Mar-12
2243,1017,19,12,538,1,809,15-Mar-12
2244,962,27,23,885,2,790,16-Mar-12
2245,624,31,17,917,3,795,17-Mar-12
2246,970,28,11,976,4,794,18-Mar-12
2247,1217,19,13,534,5,793,19-Mar-12
2248,1464,20,17,672,6,801,20-Mar-12
2249,1206,23,12,765,7,799,21-Mar-12
2250,954,29,22,893,1,793,22-Mar-12
2251,1302,21,18,613,2,793,23-Mar-12
2252,780,26,10,932,3,808,24-Mar-12
2253,1460,23,21,480,5,803,25-Mar-12
2254,1296,19,21,644,6,793,26-Mar-12
2255,1100,21,13,658,7,799,27-Mar-12
2256,703,33,12,935,1,799,28-Mar-12
2257,1134,22,18,552,2,801,29-Mar-12
2258,1233,21,12,546,3,810,30-Mar-12
2259,724,33,25,943,4,795,31-Mar-12
2260,521,26,13,955,5,790,01-Apr-12
2261,1498,20,17,769,6,797,02-Apr-12
2262,1183,21,11,777,7,799,03-Apr-12
2263,631,27,21,952,1,791,04-Apr-12
2264,1396,20,12,538,2,794,05-Apr-12
2265,1072,19,10,584,3,808,06-Apr-12
2266,1005,23,22,483,4,790,07-Apr-12
2267,1333,20,10,610,5,800,08-Apr-12
2268,843,31,11,1183,6,803,09-Apr-12
2269,659,33,13,1137,7,810,10-Apr-12
2270,842,34,20,907,1,797,11-Apr-12
2271,1091,20,16,582,2,805,12-Apr-12
2272,1433,23,21,534,3,801,13-Apr-12
2273,758,26,23,900,4,797,14-Apr-12
2274,1201,19,20,539,5,796,15-Apr-12
2275,1143,23,10,766,6,790,16-Apr-12
2276,817,27,17,1155,7,797,17-Apr-12
2277,519,32,22,888,1,803,18-Apr-12
2278,771,26,15,935,2,808,19-Apr-12
2279,1096,22,14,552,3,791,20-Apr-12
2280,507,27,11,1001,4,803,21-Apr-12
2281,934,31,14,945,5,796,22-Apr-12
2282,995,25,23,1048,6,801,23-Apr-12
2283,1260,19,20,666,7,794,24-Apr-12
2284,708,28,17,957,1,805,25-Apr-12
2285,1305,22,10,538,2,791,26-Apr-12
2286,1146,20,18,526,3,800,27-Apr-12
2287,768,32,15,980,4,800,28-Apr-12
2288,1377,19,16,533,5,810,29-Apr-12
2289,1052,23,10,711,6,804,30-Apr-12
2290,1481,19,13,701,7,799,01-May-12
2291,1191,21,25,473,1,795,02-May-12
2292,1438,20,24,475,2,805,03-May-12
2293,546,31,20,898,3,790,04-May-12
2294,793,26,19,965,4,803,05-May-12
2295,1044,23,24,518,5,790,06-May-12
2296,858,29,15,1133,6,810,07-May-12
2297,992,33,13,1126,7,802,08-May-12
2298,1258,20,14,564,1,794,09-May-12
2299,1467,20,12,602,2,808,10-May-12
2300,743,29,25,947,3,808,11-May-12
2301,1124,21,13,586,4,801,12-May-12
2302,547,32,13,956,5,792,13-May-12
2303,992,26,18,1100,6,796,14-May-12
2304,579,32,14,1103,7,791,15-May-12
2305,569,28,17,926,1,807,16-May-12
2306,1494,21,21,491,2,800,17-May-12
2307,1161,22,15,554,3,804,18-May-12
2308,837,34,15,997,4,795,19-May-12
2309,1130,22,19,611,5,796,20-May-12
2310,904,27,17,1100,6,807,21-May-12
2311,1352,21,16,726,7,810,22-May-12
2312,516,29,10,958,1,803,23-May-12
2313,1143,23,18,572,2,808,24-May-12
2314,1245,22,16,516,3,807,25-May-12
2315,865,30,24,947,4,809,26-May-12
2316,1451,22,10,538,5,799,27-May-12
2317,892,32,19,1144,6,809,28-May-12
2318,1375,20,14,706,7,790,29-May-12
2319,1216,22,20,500,1,803,30-May-12
2320,773,30,19,921,2,792,31-May-12
2321,811,28,25,940,3,794,01-Jun-12
2322,946,34,19,938,4,803,02-Jun-12
2323,1484,23,12,564,5,808,03-Jun-12
2324,1415,21,21,759,6,810,04-Jun-12
2325,1131,21,12,733,7,804,05-Jun-12
2326,1044,22,12,583,1,790,06-Jun-12
2327,1378,23,21,529,2,801,07-Jun-12
2328,943,25,15,990,3,795,08-Jun-12
2329,1015,19,15,601,4,804,09-Jun-12
2330,1391,20,23,495,5,793,10-Jun-12
2331,1452,21,11,693,6,797,11-Jun-12
2332,1385,22,12,670,7,809,12-Jun-12
2333,614,29,12,997,1,791,13-Jun-12
2334,779,32,11,943,2,793,14-Jun-12
2335,1403,21,18,606,3,797,15-Jun-12
2336,772,27,23,878,4,790,16-Jun-12
2337,1038,21,24,569,5,800,17-Jun-12
2338,987,25,24,1055,6,808,18-Jun-12
2339,1066,22,20,701,7,810,19-Jun-12
2340,1430,22,25,554,1,792,20-Jun-12
2341,720,29,19,1007,2,797,21-Jun-12
2342,1173,22,20,506,3,791,22-Jun-12
2343,652,26,16,994,4,807,23-Jun-12
2344,1345,22,25,486,5,810,24-Jun-12
2345,920,26,19,1105,6,809,25-Jun-12
2346,587,29,23,1058,7,801,26-Jun-12
2347,1128,19,13,606,1,809,27-Jun-12
2348,1458,20,24,564,2,791,28-Jun-12
2349,1200,22,11,529,3,801,29-Jun-12
2350,875,33,20,959,4,807,30-Jun-12
2351,1054,19,19,533,5,800,01-Jul-12
2352,1433,19,14,645,6,795,02-Jul-12
2353,1066,23,21,687,7,804,03-Jul-12
2354,1397,21,13,551,1,791,04-Jul-12
2355,1413,23,10,575,2,802,05-Jul-12
2356,954,27,18,935,3,799,06-Jul-12
2357,672,33,16,1008,4,803,07-Jul-12
2358,1036,23,22,494,5,797,08-Jul-12
2359,1266,20,22,644,6,800,09-Jul-12
2360,1470,19,11,666,7,791,10-Jul-12
2361,1064,22,20,479,1,810,11-Jul-12
2362,1014,20,17,524,2,802,12-Jul-12
2363,1019,21,10,559,3,804,13-Jul-12
2364,1321,21,12,553,4,795,14-Jul-12
2365,1144,19,12,600,5,791,15-Jul-12
2366,569,34,25,1025,6,793,16-Jul-12
2367,577,27,24,1010,7,805,17-Jul-12
2368,698,33,18,993,1,793,18-Jul-12
2369,1145,23,13,541,2,791,19-Jul-12
2370,971,26,13,996,3,802,20-Jul-12
2371,1098,20,17,533,4,796,21-Jul-12
2372,1029,22,10,582,5,795,22-Jul-12
2373,1029,22,22,620,6,809,23-Jul-12
2374,1475,22,23,624,7,791,24-Jul-12
2375,1398,22,16,599,1,793,25-Jul-12
2376,550,26,14,972,2,805,26-Jul-12
2377,1167,20,16,513,3,790,27-Jul-12
2378,1109,22,13,617,4,796,28-Jul-12
2379,786,29,12,977,5,801,29-Jul-12
2380,1193,20,12,705,6,796,30-Jul-12
2381,1074,23,17,666,7,805,31-Jul-12
2382,668,34,21,877,1,790,01-Aug-12
2383,886,25,20,950,2,808,02-Aug-12
2384,895,34,12,988,3,797,03-Aug-12
2385,952,27,20,967,4,804,04-Aug-12
2386,1166,23,20,489,5,802,05-Aug-12
2387,507,32,13,1098,6,791,06-Aug-12
2388,1118,19,20,644,7,796,07-Aug-12
2389,873,28,20,874,1,802,08-Aug-12
2390,1247,19,16,558,2,795,09-Aug-12
2391,976,28,17,978,3,805,10-Aug-12
2392,1373,21,15,600,4,795,11-Aug-12
2393,1264,19,12,598,5,794,12-Aug-12
2394,1243,19,21,727,6,805,13-Aug-12
2395,759,30,24,1100,7,799,14-Aug-12
2396,1390,20,11,576,1,796,15-Aug-12
2397,1376,20,11,608,2,791,16-Aug-12
2398,993,31,18,968,3,804,17-Aug-12
2399,819,32,19,999,4,806,18-Aug-12
2400,501,33,11,960,5,794,19-Aug-12
2401,1236,21,21,696,6,799,20-Aug-12
2402,1059,23,25,616,7,808,21-Aug-12
2403,1241,22,18,592,1,798,22-Aug-12
2404,842,26,12,964,2,801,23-Aug-12
2405,627,32,11,954,3,792,24-Aug-12
2406,574,33,22,902,4,800,25-Aug-12
2407,1259,21,16,530,5,806,26-Aug-12
2408,1038,23,17,747,6,802,27-Aug-12
2409,1182,20,20,631,7,800,28-Aug-12
2410,1296,21,14,610,1,796,29-Aug-12
2411,991,30,12,975,2,799,30-Aug-12
2412,1124,23,24,524,3,797,31-Aug-12
2413,1087,22,13,514,4,810,01-Sep-12
2414,651,31,21,895,5,797,02-Sep-12
2415,864,26,19,1055,6,797,03-Sep-12
2416,1384,23,17,778,7,809,04-Sep-12
2417,610,26,14,966,1,796,05-Sep-12
2418,1064,19,20,517,2,793,06-Sep-12
2419,1079,19,15,589,3,795,07-Sep-12
2420,1427,23,19,531,4,793,08-Sep-12
2421,1372,21,14,750,6,792,09-Sep-12
2422,759,31,17,1119,7,794,10-Sep-12
2423,935,33,23,955,1,790,11-Sep-12
2424,683,32,18,966,2,799,12-Sep-12
2425,927,32,21,975,3,793,13-Sep-12
2426,1075,21,15,608,4,810,14-Sep-12
2427,1326,20,11,597,5,805,15-Sep-12
2428,1393,22,21,710,6,793,16-Sep-12
2429,1096,19,21,627,7,804,17-Sep-12
2430,1178,19,12,581,1,809,18-Sep-12
2431,594,28,21,887,2,802,19-Sep-12
2432,988,25,15,918,3,804,20-Sep-12
2433,502,34,15,939,4,805,21-Sep-12
2434,1396,21,24,472,5,805,22-Sep-12
2435,882,34,17,1099,6,810,23-Sep-12
2436,734,25,24,1074,7,797,24-Sep-12
2437,920,33,13,950,1,808,25-Sep-12
2438,701,26,18,1004,2,795,26-Sep-12
2439,1241,20,24,541,3,797,27-Sep-12
2440,871,32,24,900,4,795,28-Sep-12
2441,1176,23,25,536,5,790,29-Sep-12
2442,504,26,15,1088,6,807,30-Sep-12
2443,806,34,13,1124,7,795,01-Oct-12
2444,1334,19,10,606,1,790,02-Oct-12
2445,655,27,19,969,2,810,03-Oct-12
2446,708,26,18,916,3,807,04-Oct-12
2447,990,30,16,952,4,797,05-Oct-12
2448,943,30,11,946,5,790,06-Oct-12
2449,1167,21,16,718,6,803,07-Oct-12
2450,612,25,17,1113,7,801,08-Oct-12
2451,1269,23,24,532,1,801,09-Oct-12
2452,550,25,12,974,2,791,10-Oct-12
2453,1300,22,13,565,3,790,11-Oct-12
2454,610,26,14,950,4,795,12-Oct-12
2455,685,32,13,910,5,805,13-Oct-12
2456,955,34,19,1165,6,795,14-Oct-12
2457,1223,21,12,752,7,805,15-Oct-12
2458,749,26,15,914,1,790,16-Oct-12
2459,703,34,17,959,2,803,17-Oct-12
2460,1373,19,14,582,3,791,18-Oct-12
2461,600,30,23,970,4,808,19-Oct-12
2462,1302,19,13,525,5,793,20-Oct-12
2463,1194,19,23,691,6,808,21-Oct-12
2464,1314,21,24,650,7,797,22-Oct-12
2465,1111,19,20,511,1,807,23-Oct-12
2466,554,29,21,897,2,790,24-Oct-12
2467,604,32,22,927,3,801,25-Oct-12
2468,1442,22,14,591,4,808,26-Oct-12
2469,793,26,19,943,5,806,27-Oct-12
2470,681,32,20,1081,6,792,28-Oct-12
2471,642,31,11,1053,7,793,29-Oct-12
2472,686,31,16,971,1,794,30-Oct-12
2473,518,28,16,1017,2,796,31-Oct-12
2474,723,30,19,926,3,796,01-Nov-12
2475,1232,23,23,548,4,802,02-Nov-12
2476,1119,23,16,579,5,809,03-Nov-12
2477,1002,23,23,613,6,801,04-Nov-12
2478,658,28,19,1144,7,793,05-Nov-12
2479,880,33,19,962,1,795,06-Nov-12
2480,1289,21,16,528,2,794,07-Nov-12
2481,1395,20,17,571,3,797,08-Nov-12
